title,authors,abstract,published_date,year,journal,url,pdf_url,categories,citation,citation_count,search_term,authors_raw,doi
Analisis IT Service Management Layanan GrabFood Menggunakan Framework ITIL V3 Pada PT Grab Teknologi Indonesia,J Arjun; T Sutabri,"… In this study, researchers used the ITIL V3 framework to analyze GrabFood services, especially Service Operation, which consists of 5 subdomains which get a maturity level value of …",2023,2023,Bulletin of Information Technology (BIT),https://www.journal.fkpt.org/index.php/BIT/article/view/997,https://www.journal.fkpt.org/index.php/BIT/article/download/997/511,Bulletin of Information Technology (BIT),J Arjun & T Sutabri. (2023). Analisis IT Service Management Layanan GrabFood Menggunakan Framework ITIL V3 Pada PT Grab Teknologi Indonesia. *Bulletin of Information Technology (BIT)*. https://www.journal.fkpt.org/index.php/BIT/article/view/997,0,ITIL,"J Arjun, T Sutabri - Bulletin of Information Technology (BIT), 2023 - journal.fkpt.org",
"Statistik Penelitian Berbasis Kerangka Kerja COBIT, ITIL, dan ISO 27001 di Indonesia",IS Rozas; N Rochmania,"… digunakan di Indonesia. Sekalipun pada … Indonesia. Untuk itu penelitian ini bertujuan untuk mengetahui tren pengguna framework TI meliputi: ITIL, COBIT, dan ISO 27001 di Indonesia …",2020,2020,Jurnal Ilmiah Teknologi Informasi dan …,https://jifti.upnjatim.ac.id/index.php/jifti/article/view/114,https://jifti.upnjatim.ac.id/index.php/jifti/article/download/114/24,Jurnal Ilmiah Teknologi Informasi dan …,"IS Rozas & N Rochmania. (2020). Statistik Penelitian Berbasis Kerangka Kerja COBIT, ITIL, dan ISO 27001 di Indonesia. *Jurnal Ilmiah Teknologi Informasi dan …*. https://jifti.upnjatim.ac.id/index.php/jifti/article/view/114",0,ITIL,"IS Rozas, N Rochmania - Jurnal Ilmiah Teknologi Informasi dan …, 2020 - jifti.upnjatim.ac.id",
… Dengan Menilai Tingkat Portofolio Manajemen Layanan Dan Tingkatan Manajemen Layanan Pada Pt. Dirgantara Indonesia Menggunakan Kerangka Kerja Itil V3,N Mardiyanti; L Abdurrahman…,… Indonesia sebagai lembaga perusahaan yang bergerak pada sisi bisnis pembuatan pesawat terbang. PT. Dirgantara Indonesia … kali ini memanfaatkan framework ITIL v3 sebagai cara …,2020,2020,eProceedings …,https://openlibrarypublications.telkomuniversity.ac.id/index.php/engineering/article/view/12653,https://openlibrarypublications.telkomuniversity.ac.id/index.php/engineering/article/download/12653/12385,eProceedings …,N Mardiyanti & L Abdurrahman…. (2020). … Dengan Menilai Tingkat Portofolio Manajemen Layanan Dan Tingkatan Manajemen Layanan Pada Pt. Dirgantara Indonesia Menggunakan Kerangka Kerja Itil V3. *eProceedings …*. https://openlibrarypublications.telkomuniversity.ac.id/index.php/engineering/article/view/12653,0,ITIL,"N Mardiyanti, L Abdurrahman… - eProceedings …, 2020 - … .telkomuniversity.ac.id",
Analisis IT Service Management (ITSM) Pada Layanan Marketplace Shopee Menggunakan Framework ITIL V3,AN Salim; T Sutabri,"… e-commerce is thriving in Indonesia. Among the many e-commerce services in Indonesia, one of the … One of the standard IT governance frameworks that are widely known is ITIL. After …",2023,2023,Nuansa Informatika,http://journal.uniku.ac.id/index.php/ilkom/article/view/7186,https://journal.uniku.ac.id/index.php/ilkom/article/download/7186/3482,Nuansa Informatika,AN Salim & T Sutabri. (2023). Analisis IT Service Management (ITSM) Pada Layanan Marketplace Shopee Menggunakan Framework ITIL V3. *Nuansa Informatika*. http://journal.uniku.ac.id/index.php/ilkom/article/view/7186,0,ITIL,"AN Salim, T Sutabri - Nuansa Informatika, 2023 - journal.uniku.ac.id",
Analisis Tingkat Kepuasan Layanan Aplikasi PLN Mobile Menggunakan Framework ITIL V3 Pada PT PLN Indonesia,MD Devasela; T Sutabri,Penelitian ini membahas tentang analisis manajemen pelayanan aplikasi PLN mobile yang berbasis TI dengan menggunakan framework ITIL 3. Penelitian dilakukan dengan tujuan …,2024,2024,Jurnal RESTIKOM: Riset Teknik …,https://restikom.nusaputra.ac.id/article/view/292,https://restikom.nusaputra.ac.id/article/download/292/143,Jurnal RESTIKOM: Riset Teknik …,MD Devasela & T Sutabri. (2024). Analisis Tingkat Kepuasan Layanan Aplikasi PLN Mobile Menggunakan Framework ITIL V3 Pada PT PLN Indonesia. *Jurnal RESTIKOM: Riset Teknik …*. https://restikom.nusaputra.ac.id/article/view/292,0,ITIL,"MD Devasela, T Sutabri - Jurnal RESTIKOM: Riset Teknik …, 2024 - restikom.nusaputra.ac.id",
PENGOLAHAN DATA: Pemahaman Gempa Bumi Di Indonesia Melalui Pendekatan Data Mining,S Al Faridzi; FS Azizah; F Mustafa…,"… inovatif untuk memahami gempa bumi di Indonesia melalui penerapan teknik data mining. Data mining digunakan untuk menganalisis sejumlah besar data seismik, geologis, dan …",2024,2024,… dan Inovasi IPTEKS,https://journal.ppmi.web.id/index.php/JPKI2/article/view/506,https://journal.ppmi.web.id/index.php/JPKI2/article/download/506/349,… dan Inovasi IPTEKS,"S Al Faridzi, FS Azizah, & F Mustafa…. (2024). PENGOLAHAN DATA: Pemahaman Gempa Bumi Di Indonesia Melalui Pendekatan Data Mining. *… dan Inovasi IPTEKS*. https://journal.ppmi.web.id/index.php/JPKI2/article/view/506",0,data mining,"S Al Faridzi, FS Azizah, F Mustafa… - … dan Inovasi IPTEKS, 2024 - journal.ppmi.web.id",
Penerapan Data Mining Untuk Memprediksi Harga Bahan Pangan Di Indonesia Menggunakan Algoritma K-Nearest Neighbor,R Rahmadini; EE LorencisLubis…,"… prices in Indonesia are … data mining methods in the process of predicting food prices, especially predicting the price of rice in Indonesia with this prediction, people throughout Indonesia …",2023,2023,Jurnal Mahasiswa …,https://ejurnalunsam.id/index.php/jmas/article/view/7074,https://ejurnalunsam.id/index.php/jmas/article/download/7074/4273,Jurnal Mahasiswa …,R Rahmadini & EE LorencisLubis…. (2023). Penerapan Data Mining Untuk Memprediksi Harga Bahan Pangan Di Indonesia Menggunakan Algoritma K-Nearest Neighbor. *Jurnal Mahasiswa …*. https://ejurnalunsam.id/index.php/jmas/article/view/7074,0,data mining,"R Rahmadini, EE LorencisLubis… - Jurnal Mahasiswa …, 2023 - ejurnalunsam.id",
Penerapan datamining klastering pada perusahaan industri mikro di Indonesia,DN Batubara; AP Windarto; A Wanto…,… data mining maka di penelitian ini menggunakan proses algoritma k-means yang merupakan salah satu metode yang terdapat pada datamining … data terhadap centroid. Suatu objek …,2020,2020,… Teknologi Komputer & …,https://www.academia.edu/download/112027894/450.pdf,https://www.academia.edu/download/112027894/450.pdf,… Teknologi Komputer & …,"DN Batubara, AP Windarto, & A Wanto…. (2020). Penerapan datamining klastering pada perusahaan industri mikro di Indonesia. *… Teknologi Komputer & …*. https://www.academia.edu/download/112027894/450.pdf",0,data mining,"DN Batubara, AP Windarto, A Wanto… - … Teknologi Komputer & …, 2020 - academia.edu",
Penerapan metode data mining pada kasus kriminalitas Indonesia,F Rahmadayanti; R Rahayu,… This is the homework of the government and the police of the Republic of Indonesia to be … in Indonesia. The purpose of this research is to help the police in Indonesia analyze crime data …,2023,2023,Jurnal Teknologi Informasi …,http://jurnal.univbinainsan.ac.id/index.php/jti/article/view/2054,http://jurnal.univbinainsan.ac.id/index.php/jti/article/download/2054/1046,Jurnal Teknologi Informasi …,F Rahmadayanti & R Rahayu. (2023). Penerapan metode data mining pada kasus kriminalitas Indonesia. *Jurnal Teknologi Informasi …*. http://jurnal.univbinainsan.ac.id/index.php/jti/article/view/2054,0,data mining,"F Rahmadayanti, R Rahayu - Jurnal Teknologi Informasi …, 2023 - jurnal.univbinainsan.ac.id",
Penerapan Metode Data Mining C4. 5 Untuk Pemilihan Penerima Kartu Indonesia Pintar (KIP),M Yunus; H Ramadhan; DR Aji…,… penerapan metode data mining dengan algoritma C4.5 untuk membantu menyeleksi pemilihan siapa yang berhak menerima KIP (Kartu Indonesia Pintar) tersebut. Data mining adalah …,2021,2021,…,https://www.academia.edu/download/96777659/pdf.pdf,https://www.academia.edu/download/96777659/pdf.pdf,…,"M Yunus, H Ramadhan, & DR Aji…. (2021). Penerapan Metode Data Mining C4. 5 Untuk Pemilihan Penerima Kartu Indonesia Pintar (KIP). *…*. https://www.academia.edu/download/96777659/pdf.pdf",0,data mining,"M Yunus, H Ramadhan, DR Aji… - … -Jurnal Komputer dan …, 2021 - academia.edu",
Penerapan Data Mining Dengan Menggunakan Algoritma C4. 5 Pada Klasifikasi Fasilitas Kesehatan Provinsi Di Indonesia: Array,AC Rumahorbo; KA Sekarwati,"… kesehatan dan mengimplementasikan data fasilitas kesehatan … mengimplementasikan data fasilitas kesehatan Indonesia … tree pada data fasilitas kesehatan Indonesia tahun 2017, dan …",2020,2020,Jurnal Ilmiah Komputasi,https://ejournal.jak-stik.ac.id/index.php/komputasi/article/view/153,https://ejournal.jak-stik.ac.id/index.php/komputasi/article/download/153/201,Jurnal Ilmiah Komputasi,AC Rumahorbo & KA Sekarwati. (2020). Penerapan Data Mining Dengan Menggunakan Algoritma C4. 5 Pada Klasifikasi Fasilitas Kesehatan Provinsi Di Indonesia: Array. *Jurnal Ilmiah Komputasi*. https://ejournal.jak-stik.ac.id/index.php/komputasi/article/view/153,0,data mining,"AC Rumahorbo, KA Sekarwati - Jurnal Ilmiah Komputasi, 2020 - ejournal.jak-stik.ac.id",
Analisis Data Mining Data Netflix Menggunakan Aplikasi Rapid Miner,BG Sudarsono; MI Leo; A Santoso…,"… In Indonesia, Netflix officially and premierly released the … and reflects the image of Indonesia based on Jean Baudrillard's … The findings obtained explain that the image of Indonesia …",2021,2021,JBASE,https://journal.ubm.ac.id/index.php/jbase/article/view/2729,https://journal.ubm.ac.id/index.php/jbase/article/download/2729/2026,JBASE,"BG Sudarsono, MI Leo, & A Santoso…. (2021). Analisis Data Mining Data Netflix Menggunakan Aplikasi Rapid Miner. *JBASE*. https://journal.ubm.ac.id/index.php/jbase/article/view/2729",0,data mining,"BG Sudarsono, MI Leo, A Santoso… - JBASE-Journal of …, 2021 - journal.ubm.ac.id",
ANALISIS POTENSI E-COMMERCE MELALUI IMPLEMENTASI DATA MINING DALAM PERPAJAKAN: SEBUAH STUDI KOMPARASI,DNF Rokhimakhumullah; DNC Ningsih…,… The results of the study show that Indonesia needs to adopt a data mining system implemented by several countries based on benchmark analysis. Comparison and effectiveness of …,2024,2024,Juremi: Jurnal Riset …,https://www.bajangjournal.com/index.php/Juremi/article/view/7910,https://www.bajangjournal.com/index.php/Juremi/article/download/7910/6154,Juremi: Jurnal Riset …,DNF Rokhimakhumullah & DNC Ningsih…. (2024). ANALISIS POTENSI E-COMMERCE MELALUI IMPLEMENTASI DATA MINING DALAM PERPAJAKAN: SEBUAH STUDI KOMPARASI. *Juremi: Jurnal Riset …*. https://www.bajangjournal.com/index.php/Juremi/article/view/7910,0,data mining,"DNF Rokhimakhumullah, DNC Ningsih… - Juremi: Jurnal Riset …, 2024 - bajangjournal.com",
Penerapan Data Mining Pada Presentasi Penerimaan Imunisasi Anak-Anak Menurut Provinsi Menggunakan K-Means Clustering,MA Amri; D Hartama; AP Windarto,… data mining terkadap pengelompokan penerima imunisasi anak-anak menurut provinsi menggunakan metode k-means clustering. Sumber data … di Indonesia diperlukan data yang …,2020,2020,Seminar Nasional Teknologi …,https://www.academia.edu/download/93561143/455-452-1-PB.pdf,https://www.academia.edu/download/93561143/455-452-1-PB.pdf,Seminar Nasional Teknologi …,"MA Amri, D Hartama, & AP Windarto. (2020). Penerapan Data Mining Pada Presentasi Penerimaan Imunisasi Anak-Anak Menurut Provinsi Menggunakan K-Means Clustering. *Seminar Nasional Teknologi …*. https://www.academia.edu/download/93561143/455-452-1-PB.pdf",0,data mining,"MA Amri, D Hartama, AP Windarto - Seminar Nasional Teknologi …, 2020 - academia.edu",
Analisis Clustering Kasus Covid 19 di Indonesia Menggunakan Algoritma K-Means,T Hardiani,… di Indonesia. Penelitian ini bermaksud untuk menerapkan teknik penambangan data (data mining) … kasus Covid 19 di Indonesia yang didapatkan dari website dataset Kaggle. Metode …,2022,2022,Jurnal Nasional Pendidikan Teknik Informatika …,https://ejournal.undiksha.ac.id/index.php/janapati/article/view/45376,https://ejournal.undiksha.ac.id/index.php/janapati/article/download/45376/22680,Jurnal Nasional Pendidikan Teknik Informatika …,T Hardiani. (2022). Analisis Clustering Kasus Covid 19 di Indonesia Menggunakan Algoritma K-Means. *Jurnal Nasional Pendidikan Teknik Informatika …*. https://ejournal.undiksha.ac.id/index.php/janapati/article/view/45376,0,penambangan data,"T Hardiani - Jurnal Nasional Pendidikan Teknik Informatika …, 2022 - ejournal.undiksha.ac.id",
"… Perbandingan Kadar Bijih Nikel Laterit Antara Data Bor dan Produksi Penambangan: Implikasinya Terhadap Pengolahan Bijih Pada Blok X, PT. Vale Indonesia, Tbk …",MA Faiz; S Sufriadin; S Widodo,"… data bor dan data produksi penambangan, korelasi Ni dengan unsur Mg, Si, Co dan Fe serta implikasinya terhadap pengolahan bijih. Bijih nikel laterit pada data … pada data produksi …",2020,2020,Jurnal Penelitian Enjiniring,https://cot.unhas.ac.id/journals/index.php/jpe/article/view/865,https://cot.unhas.ac.id/journals/index.php/jpe/article/download/865/649,Jurnal Penelitian Enjiniring,"MA Faiz, S Sufriadin, & S Widodo. (2020). … Perbandingan Kadar Bijih Nikel Laterit Antara Data Bor dan Produksi Penambangan: Implikasinya Terhadap Pengolahan Bijih Pada Blok X, PT. Vale Indonesia, Tbk …. *Jurnal Penelitian Enjiniring*. https://cot.unhas.ac.id/journals/index.php/jpe/article/view/865",0,penambangan data,"MA Faiz, S Sufriadin, S Widodo - Jurnal Penelitian Enjiniring, 2020 - cot.unhas.ac.id",
Analisis scientometrics penelitian merkuri pada penambangan emas skala kecil di Indonesia tahun 2009-2019,MH Aryantie; MY Hidayat; D Ratnaningsih…,"… bahasa Indonesia dan Inggris, 3) batas waktu mengakses data hingga tanggal 7 Juli 2019. Batasan waktu pengaksesan diterapkan untuk menghindari data yang semakin berkembang…",2020,2020,Jurnal Ilmu …,https://www.researchgate.net/profile/Melania-Aryantie-2/publication/341042150_Analisis_Scientometrics_Penelitian_Merkuri_pada_Penambangan_Emas_Skala_Kecil_di_Indonesia_Tahun/links/5eaa73d1299bf18b9587de26/Analisis-Scientometrics-Penelitian-Merkuri-pada-Penambangan-Emas-Skala-Kecil-di-Indonesia-Tahun.pdf,https://www.researchgate.net/profile/Melania-Aryantie-2/publication/341042150_Analisis_Scientometrics_Penelitian_Merkuri_pada_Penambangan_Emas_Skala_Kecil_di_Indonesia_Tahun/links/5eaa73d1299bf18b9587de26/Analisis-Scientometrics-Penelitian-Merkuri-pada-Penambangan-Emas-Skala-Kecil-di-Indonesia-Tahun.pdf,Jurnal Ilmu …,"MH Aryantie, MY Hidayat, & D Ratnaningsih…. (2020). Analisis scientometrics penelitian merkuri pada penambangan emas skala kecil di Indonesia tahun 2009-2019. *Jurnal Ilmu …*. https://www.researchgate.net/profile/Melania-Aryantie-2/publication/341042150_Analisis_Scientometrics_Penelitian_Merkuri_pada_Penambangan_Emas_Skala_Kecil_di_Indonesia_Tahun/links/5eaa73d1299bf18b9587de26/Analisis-Scientometrics-Penelitian-Merkuri-pada-Penambangan-Emas-Skala-Kecil-di-Indonesia-Tahun.pdf",0,penambangan data,"MH Aryantie, MY Hidayat, D Ratnaningsih… - Jurnal Ilmu …, 2020 - researchgate.net",
Analisis Praktik Audit Big Data Environtment di Indonesia,S Rahmadhani; J Lim…,"… data memerlukan metode analisis yang berbeda. Analisis data terstruktur terutama mengadopsi penambangan data … , sistem penjawab pertanyaan dan penambangan opini, dan lain-…",2023,2023,… Bidang Ekonomi Dan …,https://publish.ojs-indonesia.com/index.php/SINOMIKA/article/view/587,https://publish.ojs-indonesia.com/index.php/SINOMIKA/article/download/587/493,… Bidang Ekonomi Dan …,S Rahmadhani & J Lim…. (2023). Analisis Praktik Audit Big Data Environtment di Indonesia. *… Bidang Ekonomi Dan …*. https://publish.ojs-indonesia.com/index.php/SINOMIKA/article/view/587,0,penambangan data,"S Rahmadhani, J Lim… - … Bidang Ekonomi Dan …, 2023 - publish.ojs-indonesia.com",
… terhadap Perkuliahan Daring di Indonesia dari Twitter Dataset Menggunakan InSet Lexicon: Sentiment Analysis of Online Lectures in Indonesia from Twitter Dataset …,D Musfiroh; U Khaira; PEP Utomo…,… penambangan data dari twitter guna menganalisis sentimen terhadap topik “kuliah daring”. Data … sebagai kamus kata opini berbahasa Indonesia. Penentuan kelas sentimen untuk …,2021,2021,… : Indonesian Journal of …,https://www.journal.irpi.or.id/index.php/malcom/article/view/20,https://www.journal.irpi.or.id/index.php/malcom/article/download/20/11,… : Indonesian Journal of …,"D Musfiroh, U Khaira, & PEP Utomo…. (2021). … terhadap Perkuliahan Daring di Indonesia dari Twitter Dataset Menggunakan InSet Lexicon: Sentiment Analysis of Online Lectures in Indonesia from Twitter Dataset …. *… : Indonesian Journal of …*. https://www.journal.irpi.or.id/index.php/malcom/article/view/20",0,penambangan data,"D Musfiroh, U Khaira, PEP Utomo… - … : Indonesian Journal of …, 2021 - journal.irpi.or.id",
"Penambangan timah di Indonesia: Sejarah, masa kini, dan prospeksi",R Irzon,"… This paper discusses tin mining in Indonesia during the past, current conditions, and opportunities … Data PT Timah Tbk bermanfaat untuk analisis situasi penambangan timah, terutama …",2021,2021,Jurnal Teknologi Mineral dan Batubara,https://www.researchgate.net/profile/Ronaldo-Irzon/publication/356636520_Penambangan_timah_di_Indonesia_Sejarah_masa_kini_dan_prospeksi/links/63ce2af6d9fb5967c2faefa0/Penambangan-timah-di-Indonesia-Sejarah-masa-kini-dan-prospeksi.pdf,https://www.researchgate.net/profile/Ronaldo-Irzon/publication/356636520_Penambangan_timah_di_Indonesia_Sejarah_masa_kini_dan_prospeksi/links/63ce2af6d9fb5967c2faefa0/Penambangan-timah-di-Indonesia-Sejarah-masa-kini-dan-prospeksi.pdf,Jurnal Teknologi Mineral dan Batubara,"R Irzon. (2021). Penambangan timah di Indonesia: Sejarah, masa kini, dan prospeksi. *Jurnal Teknologi Mineral dan Batubara*. https://www.researchgate.net/profile/Ronaldo-Irzon/publication/356636520_Penambangan_timah_di_Indonesia_Sejarah_masa_kini_dan_prospeksi/links/63ce2af6d9fb5967c2faefa0/Penambangan-timah-di-Indonesia-Sejarah-masa-kini-dan-prospeksi.pdf",0,penambangan data,"R Irzon - Jurnal Teknologi Mineral dan Batubara, 2021 - researchgate.net",
Komodifikasi fandom: studi pada penggunaan media digital fandom boyband bts di indonesia,N Sumardiono,"… Penambangan data dilakukan melalui berbagai aktivitas konsumsi media digital serta membentuk keanggotaan khusus. Memanfaatkan fanatisme penggemar, produsen media …",2022,2022,Komuniti: Jurnal Komunikasi Dan Teknologi …,https://journals.ums.ac.id/komuniti/article/view/16602,https://journals.ums.ac.id/komuniti/article/download/16602/7506,Komuniti: Jurnal Komunikasi Dan Teknologi …,N Sumardiono. (2022). Komodifikasi fandom: studi pada penggunaan media digital fandom boyband bts di indonesia. *Komuniti: Jurnal Komunikasi Dan Teknologi …*. https://journals.ums.ac.id/komuniti/article/view/16602,0,penambangan data,"N Sumardiono - Komuniti: Jurnal Komunikasi Dan Teknologi …, 2022 - journals.ums.ac.id",
"Perancangan Sequence Penambangan Batubara di Pit Tutupan Selatan Area Mitsubishi, PT Pamapersada Nusantara Jobsite PT Adaro Indonesia, Kalimantan …",P Mandew; HJ Putra; R Habrianto…,"… PT Adaro Indonesia. 3. Data proyek topografi wilayah penambangan Data proyek topografi … Data rekomendasi geometri lereng penambangan Data ini berisi informasi tinggi, lebar, dan …",2021,2021,Jurnal Indonesia Sosial …,https://www.academia.edu/download/81445180/237.pdf,https://www.academia.edu/download/81445180/237.pdf,Jurnal Indonesia Sosial …,"P Mandew, HJ Putra, & R Habrianto…. (2021). Perancangan Sequence Penambangan Batubara di Pit Tutupan Selatan Area Mitsubishi, PT Pamapersada Nusantara Jobsite PT Adaro Indonesia, Kalimantan …. *Jurnal Indonesia Sosial …*. https://www.academia.edu/download/81445180/237.pdf",0,penambangan data,"P Mandew, HJ Putra, R Habrianto… - Jurnal Indonesia Sosial …, 2021 - academia.edu",
Inovasi Pendidikan dengan Menggunakan Model Deep Learning di Indonesia,R Putri,"… a mindful, meaningful, and enjoyable learning experience, allowing students not only to … the deep learning model in the context of primary and secondary education in Indonesia through …",2024,2024,Jurnal Pendidikan Kewarganegaraan Dan Politik,https://kurniajurnal.com/index.php/jpkp/article/view/211,https://kurniajurnal.com/index.php/jpkp/article/download/211/515,Jurnal Pendidikan Kewarganegaraan Dan Politik,R Putri. (2024). Inovasi Pendidikan dengan Menggunakan Model Deep Learning di Indonesia. *Jurnal Pendidikan Kewarganegaraan Dan Politik*. https://kurniajurnal.com/index.php/jpkp/article/view/211,0,deep learning,"R Putri - Jurnal Pendidikan Kewarganegaraan Dan Politik, 2024 - kurniajurnal.com",
Implementasi deep learning menggunakan metode CNN dan lSTM untuk menentukan berita palsu dalam bahasa indonesia,AA Kurniawan; M Mustikasari,… aims to implement deep learning techniques to determine fact and fake news in Indonesian … to determine fact and fake news in Indonesian language properly. CNN has an accuracy test…,2021,2021,Jurnal Informatika Universitas Pamulang,https://core.ac.uk/download/pdf/386426109.pdf,https://core.ac.uk/download/pdf/386426109.pdf,Jurnal Informatika Universitas Pamulang,AA Kurniawan & M Mustikasari. (2021). Implementasi deep learning menggunakan metode CNN dan lSTM untuk menentukan berita palsu dalam bahasa indonesia. *Jurnal Informatika Universitas Pamulang*. https://core.ac.uk/download/pdf/386426109.pdf,0,deep learning,"AA Kurniawan, M Mustikasari - Jurnal Informatika Universitas Pamulang, 2021 - core.ac.uk",
Pengembangan Deteksi Realtime untuk Bahasa Isyarat Indonesia dengan Menggunakan Metode Deep Learning Long Short Term Memory dan Convolutional …,E Altiarika; WP Sari,Adapun penelitian dibidang SLRS terhadap dua standar bahasa isyarat di Indonesia yaitu standar SIBI (Sistem Bahasa Isyarat Indonesia) dan BISINDO (Bahasa Isyarat Indonesia). …,2023,2023,Jurnal Teknologi Informatika Dan …,https://pdfs.semanticscholar.org/5595/88cba1697c359dde61cd132b0826eafc3292.pdf,https://pdfs.semanticscholar.org/5595/88cba1697c359dde61cd132b0826eafc3292.pdf,Jurnal Teknologi Informatika Dan …,E Altiarika & WP Sari. (2023). Pengembangan Deteksi Realtime untuk Bahasa Isyarat Indonesia dengan Menggunakan Metode Deep Learning Long Short Term Memory dan Convolutional …. *Jurnal Teknologi Informatika Dan …*. https://pdfs.semanticscholar.org/5595/88cba1697c359dde61cd132b0826eafc3292.pdf,0,deep learning,"E Altiarika, WP Sari - Jurnal Teknologi Informatika Dan …, 2023 - pdfs.semanticscholar.org",
Pendidikan Matematika Realistik Indonesia dalam Pembelajaran Mendalam (Deep Learning): Tinjauan Literatur,C Rahayu; WR Setiani; D Yulindra…,"… Pembelajaran Mendalam dan pendekatan PMRI, maka penelitian ini bertujuan untuk memberikan gambaran bahwa Pembelajaran Mendalam dapat … konsep Pembelajaran Mendalam …",2025,2025,Jurnal Pendidikan …,https://jurnal.pbs.fkip.unila.ac.id/index.php/jpm/article/view/405,https://jurnal.pbs.fkip.unila.ac.id/index.php/jpm/article/download/405/296,Jurnal Pendidikan …,"C Rahayu, WR Setiani, & D Yulindra…. (2025). Pendidikan Matematika Realistik Indonesia dalam Pembelajaran Mendalam (Deep Learning): Tinjauan Literatur. *Jurnal Pendidikan …*. https://jurnal.pbs.fkip.unila.ac.id/index.php/jpm/article/view/405",0,pembelajaran mendalam,"C Rahayu, WR Setiani, D Yulindra… - Jurnal Pendidikan …, 2025 - jurnal.pbs.fkip.unila.ac.id",
Pembelajaran Mendalam sebagai Strategi Transformasi Pendidikan: Studi Persepsi dan Aspirasi Guru Indonesia,YD Prastyo; MH Dos Santos,… : Menganalisis tingkat pemahaman guru di Indonesia terhadap konsep Pembelajaran Mendalam pada tahun 2025. Mengkaji masalah-masalah pembelajaran siswa yang dapat diatasi …,2025,2025,… ILMU SOSIAL DAN …,https://www.jurnal.permapendis-sumut.org/index.php/edusociety/article/view/949,https://www.jurnal.permapendis-sumut.org/index.php/edusociety/article/download/949/792,… ILMU SOSIAL DAN …,YD Prastyo & MH Dos Santos. (2025). Pembelajaran Mendalam sebagai Strategi Transformasi Pendidikan: Studi Persepsi dan Aspirasi Guru Indonesia. *… ILMU SOSIAL DAN …*. https://www.jurnal.permapendis-sumut.org/index.php/edusociety/article/view/949,0,pembelajaran mendalam,"YD Prastyo, MH Dos Santos - … ILMU SOSIAL DAN …, 2025 - jurnal.permapendis-sumut.org",
"PEMBELAJARAN MENDALAM BAHASA INDONESIA BERBASIS MINDFUL, MEANINGFUL, DAN JOYFUL LEARNING",I Cahyani,… ini bertujuan untuk mengkaji implementasi pendekatan pembelajaran mendalam (deep learning) dalam konteks pembelajaran bahasa dan sastra Indonesia di perguruan tinggi. …,2025,2025,… Nasional Pendidikan Bahasa dan Sastra Indonesia,https://ojs.mahadewa.ac.id/index.php/sandibasa/article/download/4741/2957,https://ojs.mahadewa.ac.id/index.php/sandibasa/article/download/4741/2957,… Nasional Pendidikan Bahasa dan Sastra Indonesia,"I Cahyani. (2025). PEMBELAJARAN MENDALAM BAHASA INDONESIA BERBASIS MINDFUL, MEANINGFUL, DAN JOYFUL LEARNING. *… Nasional Pendidikan Bahasa dan Sastra Indonesia*. https://ojs.mahadewa.ac.id/index.php/sandibasa/article/download/4741/2957",0,pembelajaran mendalam,"I Cahyani - … Nasional Pendidikan Bahasa dan Sastra Indonesia, 2025 - ojs.mahadewa.ac.id",
… Belajar Merdeka Belajar: Sebuah Konsep Pembelajaran Anak Usia Dini Menuju Indonesia Emas 2045: Konsep Pembelajaran Anak Usia Dini Menuju Indonesia …,TWP Prameswari,… pembelajaran anak usia dini. Meskipun secara kajian bermain pada anak usia dini adalah merdeka belajar sesungguhnhya tetapi pada prakteknya pembelajaran … lebih mendalam …,2020,2020,Seminar Nasional Penalaran Dan …,https://proceeding.unpkediri.ac.id/index.php/ppn/article/view/362,https://proceeding.unpkediri.ac.id/index.php/ppn/article/download/362/487,Seminar Nasional Penalaran Dan …,TWP Prameswari. (2020). … Belajar Merdeka Belajar: Sebuah Konsep Pembelajaran Anak Usia Dini Menuju Indonesia Emas 2045: Konsep Pembelajaran Anak Usia Dini Menuju Indonesia …. *Seminar Nasional Penalaran Dan …*. https://proceeding.unpkediri.ac.id/index.php/ppn/article/view/362,0,pembelajaran mendalam,"TWP Prameswari - Seminar Nasional Penalaran Dan …, 2020 - proceeding.unpkediri.ac.id",
Efektivitas pembelajaran daring dalam pembelajaran bahasa Indonesia: Effectiveness of online learning in Indonesian language learning,D Yulianto; AS Nugraheni,… bagaimana tindakan atau perilaku pada subjek dan objek yang sedang diteliti dengan menggunakan teknik-teknik penelitian kualitatif misalnya dengan wawancara secara mendalam. …,2021,2021,Decode: Jurnal Pendidikan …,http://journal.umkendari.ac.id/index.php/decode/article/view/5,http://journal.umkendari.ac.id/decode/article/download/5/5,Decode: Jurnal Pendidikan …,D Yulianto & AS Nugraheni. (2021). Efektivitas pembelajaran daring dalam pembelajaran bahasa Indonesia: Effectiveness of online learning in Indonesian language learning. *Decode: Jurnal Pendidikan …*. http://journal.umkendari.ac.id/index.php/decode/article/view/5,0,pembelajaran mendalam,"D Yulianto, AS Nugraheni - Decode: Jurnal Pendidikan …, 2021 - journal.umkendari.ac.id",
